idx,main_speaker,title,details,posted,url,duration,num_views
545e4ae32db61f5a232e86839673ae6d,Diane Allen,"How to find ""flow"" (and lose yourself in it)","When you're enjoying yourself and time passes quickly, that is an experience known as ""flow."" Musician Diane Allen explains how to find your own flow and ways to design for it in order to reach your fullest potential.",Posted Apr 2020,https://www.ted.com/talks/diane_allen_how_to_find_flow_and_lose_yourself_in_it,783,"33,305"
c20d79b28bedd5e706a4dde5df573f8b,Jim Tamm,First step to collaboration? Don't be so defensive!,"Ever become angry and ""see red""? Being defensive, as it turns out, is one of the greatest inhibitors to true collaboration. Jim Tamm shares years of experience in getting out of the red zone and cultivating a ""green zone"" attitude.

",Posted Apr 2020,https://www.ted.com/talks/jim_tamm_first_step_to_collaboration_don_t_be_so_defensive,917,"346,640"
1ddab4c0ea79cd433ea1dd58d5de1dad,Heather C. McGhee,Racism has a cost for everyone,"Racism makes our economy worse -- and not just in ways that harm people of color, says public policy expert Heather C. McGhee. From her research and travels across the US, McGhee shares startling insights into how racism fuels bad policymaking and drains our economic potential -- and offers a crucial rethink on what we can do to create a more prosperous nation for all. ""Our fates are linked,"" she says. ""It costs us so much to remain divided.""",Posted Apr 2020,https://www.ted.com/talks/heather_c_mcghee_racism_has_a_cost_for_everyone,861,"884,643"
f725a80ddd90644585d79359a6fc1e0b,Nadya Mason,"How to spark your curiosity, scientifically","Curious how stuff works? Do a hands-on experiment at home, says physicist Nadya Mason. She shows how you can demystify the world around you by tapping into your scientific curiosity -- and performs a few onstage experiments of her own using magnets, dollar bills, dry ice and more.",Posted Apr 2020,https://www.ted.com/talks/nadya_mason_how_to_spark_your_curiosity_scientifically,678,"219,935"
0e21c45ffd893b4298b96f7612df7a5e,George Zaidan,The bug that poops candy,"Aphids can reproduce incredibly fast: they can make 20 new generations within a single season. And that means lots of poop. Some aphid populations can produce hundreds of kilograms of poop per acre— making them some of the most prolific poopers on the planet. We know this poop as the sweet, syrupy liquid called honeydew. George Zaidan explores the wonderfully weird life of an aphid. [Directed by Hype CG, narrated by George Zaidan, music by Gabriel Maia].",Posted Apr 2020,https://www.ted.com/talks/george_zaidan_the_bug_that_poops_candy,263,"1,280,233"
2acb78dd58594ff1950a05965d0f46b5,Riché D. Richardson,The hidden life of Rosa Parks,"Throughout her life, Rosa Parks repeatedly challenged racial violence and the prejudiced systems protecting its perpetrators. Her refusal to move to the back of a segregated bus ignited a boycott that lasted 381 days and helped transform civil rights activism into a national movement. But this work came at an enormous risk— and a personal price. Riché D. Richardson details the life of Rosa Parks. [Directed by Eido, narrated by Christina Greer, music by John Poon].",Posted Apr 2020,https://www.ted.com/talks/riche_d_richardson_the_hidden_life_of_rosa_parks,279,"222,668"
50c4a1c8754b3693316b9280976d2d6b,Janet Iwasa,"The wonders of the molecular world, animated","Some biological structures are so small that scientists can't see them with even the most powerful microscopes. That's where molecular animator and TED Fellow Janet Iwasa gets creative. Explore vast, unseen molecular worlds as she shares mesmerizing animations that imagine how they might work.",Posted Apr 2020,https://www.ted.com/talks/janet_iwasa_the_wonders_of_the_molecular_world_animated,365,"204,021"
0cf8c243456a7c6479317187e7f5e682,Karin Öberg,The galactic recipe for a living planet,"Did you know that one of the most notorious poisons is also a key ingredient for life as we know it? Join space chemist Karin Öberg and learn how she scans the universe in search of this paradoxical chemical using ALMA, the world's largest radio telescope, to detect hotbeds of molecular activity and the formation of life-sustaining planets.",Posted Apr 2020,https://www.ted.com/talks/karin_oberg_the_galactic_recipe_for_a_living_planet,812,"203,572"
87eea718587b83260cbd8830a90caed3,Fareed Zakaria,How the coronavirus pandemic is changing the world,"The coronavirus pandemic is more global, dramatic and unusual than any crisis we've seen in a long time, says journalist Fareed Zakaria. Listen as he shares his perspective on how we can recover from the economic fallout, why certain countries were able to avoid major outbreaks and what this might mean for the balance of global power. (This virtual conversation is part of the TED Connects series, hosted by head of TED Chris Anderson and current affairs curator Whitney Pennington Rodgers. Recorded April 9, 2020)",Posted Apr 2020,https://www.ted.com/talks/fareed_zakaria_how_the_coronavirus_pandemic_is_changing_the_world,1982,"848,015"
1cfa8af116f9b3e3855b8c1799e166dc,Gayathri Vasudevan,How the coronavirus is impacting India — and what needs to happen next,"The coronavirus pandemic put India's population of 1.3 billion into an extreme and sudden lockdown. Social entrepreneur Gayathri Vasudevan explains how the situation is impacting the country's migrant workers, who are stuck far from home with limited access to food and shelter, and calls for an overhaul of India's social infrastructure in order to get people the essentials they need right now. (This virtual conversation is part of the TED Connects series, hosted by current affairs curator Whitney Pennington Rodgers. Recorded April 9, 2020)",Posted Apr 2020,https://www.ted.com/talks/gayathri_vasudevan_how_the_coronavirus_is_impacting_india_and_what_needs_to_happen_next,1235,"165,398"
5cba0760a48672accc7c3ca8f319a983,Raj Panjabi,Investing in health care workers strengthens communities,"Physician and 2017 TED Prize recipient Raj Panjabi shares an update on Last Mile Health and the mission to build and scale a network of community health workers who provide essential medical services to their neighbors. Learn how the movement is creating fair, meaningful jobs -- and an equitable health care system that reaches everyone.",Posted Apr 2020,https://www.ted.com/talks/raj_panjabi_investing_in_health_care_workers_strengthens_communities,660,0
bc42dcbc5982802304268e921c777172,Ray Dalio,What coronavirus means for the global economy,"""I'm a capitalist. I believe in the system. I believe you can increase the size of the pie and you could divide it well,"" says Ray Dalio, founder of Bridgewater Associates. He offers wide-ranging insight and advice on how we might recover from the global economic fallout of the coronavirus crisis -- and use it as an opportunity to reform the systems that help grow our economy. (This virtual conversation is part of the TED Connects series, hosted by head of TED Chris Anderson and business curator Corey Hajim. Recorded April 8, 2020)",Posted Apr 2020,https://www.ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy,3160,"1,849,196"
19e91a31118082e738c8e454b35d6e81,Judy Grisel,How does alcohol make you drunk?,"Ethanol: this molecule, made of little more than a few carbon atoms, is responsible for drunkenness. Often simply referred to as alcohol, ethanol is the active ingredient in alcoholic beverages. So how exactly does it cause drunkenness, and why does it have dramatically different effects on different people? Judy Grisel explores alcohol's journey through the body. [Directed by Anton Bogaty, narrated by Bethany Cutmore-Scott].",Posted Apr 2020,https://www.ted.com/talks/judy_grisel_how_does_alcohol_make_you_drunk,304,"1,261,506"
3c33c81019569b6fa32768362f521705,Marko Russiver,A global hackathon to take on the coronavirus pandemic,"Looking to put your skills to use to fight the pandemic? Consider joining The Global Hack, a virtual hackathon designed to rapidly develop solutions to the coronavirus crisis. Designer and technologist Marko Russiver shares the motivation behind a movement looking to help people build post-pandemic resilience. (This virtual conversation is part of the TED Connects series, hosted by head of curation Helen Walters. Recorded April 8, 2020)",Posted Apr 2020,https://www.ted.com/talks/marko_russiver_a_global_hackathon_to_take_on_the_coronavirus_pandemic,873,"150,293"
0a772eaff16d5fee09b0662a84803370,Jeannie Suk Gersen,How understanding divorce can help your marriage,"To understand what makes marriages work, we need to talk about why they sometimes end, says family law professor Jeannie Suk Gersen. Follow along as she lays out three ways that thinking about marital decisions through the lens of divorce can help you better navigate togetherness from the beginning.",Posted Apr 2020,https://www.ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage,650,"997,080"
28b979a6d755d107e873341dde108dc2,Esther Choo,How health workers are responding to the COVID-19 pandemic,"The coronavirus pandemic is unlike anything we've ever seen in health care, says emergency physician Esther Choo. Sharing insights into how health workers are responding to the outbreak, she explains what makes this public health emergency different from others -- and provides a few simple things you can do to help. Watch to the end to hear about Choo's work deploying mobile ICUs across the United States as hospitals start to reach capacity. (This virtual conversation is part of the TED Connects series, hosted by current affairs curator Whitney Pennington Rodgers and head of curation Helen Walters. Recorded April 7, 2020)",Posted Apr 2020,https://www.ted.com/talks/esther_choo_how_health_workers_are_responding_to_the_covid_19_pandemic,2803,"155,775"
c4c7a6ce990dbfd8c252714b9b2a9123,Lindsay Morcom,A history of Indigenous languages — and how to revitalize them,"Indigenous languages across North America are under threat of extinction due to the colonial legacy of cultural erasure, says linguist Lindsay Morcom. Highlighting grassroots strategies developed by the Anishinaabe people of Canada to revive their language and community, Morcom makes a passionate case for enacting policies that could protect Indigenous heritage for generations to come.",Posted Apr 2020,https://www.ted.com/talks/lindsay_morcom_a_history_of_indigenous_languages_and_how_to_revitalize_them,809,"785,617"
4f33ff728062aa2a7eb48d0b6ea4990d,Shunan Teng,How the Monkey King escaped the underworld,"The Monkey King, a legendary troublemaker hatched from stone and schooled in divine magic, had stolen the Dragon Lord's most treasured weapon: a magical staff. Returning to his kingdom to show off his treasure to his tribe of warrior monkeys, he finds himself caught in the clutches of two soul collectors, dragging him to his death. Shunan Teng details the Monkey King's journey to the underworld. [Directed by Yijia Cao &amp; Mohammad Babakoohi, narrated by Bethany Cutmore-Scott, music by Epidemic Sound].",Posted Apr 2020,https://www.ted.com/talks/shunan_teng_how_the_monkey_king_escaped_the_underworld,283,"478,627"
